,Age,Gender,Country,Degree,Job Title,Company Size,Team Size,ML Status in Company,Year,Min_Salary,Max_Salary
9850,35-39,Male,Australia,Doctoral,Data Scientist,0-49 employees,3-4,Others,2019,80000.0,89999.0
9851,25-29,Male,Japan,Master,Research Scientist,"10,000 or more employees",5-9,Exploring,2019,40000.0,49999.0
9852,40-44,Male,Russia,Master,Software Engineer,0-49 employees,1-2,Recently-started,2019,30000.0,39999.0
9853,22-24,Male,India,Bachelor,Software Engineer,"1000-9,999 employees",0,Others,2019,20001.0,30000.0
9854,25-29,Male,India,Master,Data Analyst,0-49 employees,1-2,Exploring,2019,50000.0,59999.0
9855,35-39,Male,Morocco,Bachelor,Data Scientist,0-49 employees,1-2,Others,2019,10001.0,20000.0
9856,25-29,Male,Germany,Doctoral,Research Scientist,50-249 employees,1-2,Exploring,2019,20001.0,30000.0
9857,30-34,Male,India,Master,Product/Project Manager,250-999 employees,10-14,Recently-started,2019,30000.0,39999.0
9858,25-29,Male,India,Bachelor,Data Scientist,0-49 employees,1-2,Well-establised,2019,500000.0,
9859,25-29,Male,India,Bachelor,Data Engineer,"10,000 or more employees",20+,Recently-started,2019,10001.0,20000.0
9860,25-29,Female,United Kingdom of Great Britain and Northern Ireland,Master,Data Scientist,250-999 employees,10-14,Well-establised,2019,30000.0,39999.0
9861,40-44,Male,South Korea,Doctoral,Research Scientist,250-999 employees,0,Never,2019,50000.0,59999.0
9862,25-29,Male,United Kingdom of Great Britain and Northern Ireland,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,30000.0,39999.0
9863,60-69,Male,Brazil,Master,Business Analyst,"1000-9,999 employees",20+,Never,2019,70000.0,79999.0
9864,22-24,Male,France,Master,Research Scientist,"1000-9,999 employees",10-14,Exploring,2019,40000.0,49999.0
9865,50-54,Male,United States of America,Bachelor,Data Analyst,"10,000 or more employees",20+,Recently-started,2019,100000.0,124999.0
9866,50-54,Male,Russia,Bachelor,Business Analyst,0-49 employees,1-2,Never,2019,60000.0,69999.0
9867,25-29,Male,Russia,Master,Data Scientist,50-249 employees,0,Exploring,2019,10001.0,20000.0
9868,25-29,Male,Brazil,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,10001.0,20000.0
9869,25-29,Male,Belarus,Doctoral,Data Scientist,250-999 employees,1-2,Others,2019,30000.0,39999.0
9870,30-34,Male,India,Bachelor,Business Analyst,"10,000 or more employees",5-9,Exploring,2019,10001.0,20000.0
9871,25-29,Male,France,Master,Data Scientist,0-49 employees,1-2,Exploring,2019,60000.0,69999.0
9872,22-24,Male,Japan,Master,Data Scientist,50-249 employees,1-2,Exploring,2019,40000.0,49999.0
9873,30-34,Male,Russia,Master,Data Scientist,50-249 employees,5-9,Recently-started,2019,40000.0,49999.0
9874,18-21,Male,Russia,High School,Data Scientist,"10,000 or more employees",20+,Exploring,2019,40000.0,49999.0
9875,30-34,Male,India,Bachelor,Software Engineer,"10,000 or more employees",0,Never,2019,10001.0,20000.0
9876,25-29,Male,India,Master,Software Engineer,"10,000 or more employees",20+,Well-establised,2019,20001.0,30000.0
9877,30-34,Male,Russia,Doctoral,Data Scientist,"10,000 or more employees",20+,Exploring,2019,30000.0,39999.0
9878,22-24,Male,India,Master,Software Engineer,"10,000 or more employees",20+,Well-establised,2019,10001.0,20000.0
9879,25-29,Female,India,Master,Software Engineer,"10,000 or more employees",20+,Exploring,2019,10001.0,20000.0
9880,40-44,Male,Peru,Master,Data Analyst,0-49 employees,5-9,Never,2019,10001.0,20000.0
9881,25-29,Male,Ireland,Master,Data Scientist,0-49 employees,1-2,Recently-started,2019,40000.0,49999.0
9882,45-49,Male,Japan,Master,Product/Project Manager,"10,000 or more employees",20+,Well-establised,2019,80000.0,89999.0
9883,35-39,Male,Hungary,Master,Software Engineer,0-49 employees,1-2,Never,2019,30000.0,39999.0
9884,35-39,Male,Germany,Master,Research Scientist,"10,000 or more employees",5-9,Recently-started,2019,80000.0,89999.0
9885,25-29,Male,Singapore,Bachelor,Data Scientist,"10,000 or more employees",5-9,Well-establised,2019,30000.0,39999.0
9886,40-44,Male,Switzerland,Doctoral,Research Scientist,50-249 employees,10-14,Exploring,2019,100000.0,124999.0
9887,35-39,Male,United States of America,Doctoral,Research Scientist,"1000-9,999 employees",20+,Others,2019,70000.0,79999.0
9888,30-34,Male,India,Professional degree,Business Analyst,"10,000 or more employees",5-9,Exploring,2019,100000.0,124999.0
9889,35-39,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral,Data Scientist,"1000-9,999 employees",10-14,Exploring,2019,70000.0,79999.0
9890,25-29,Male,Poland,Master,Data Scientist,50-249 employees,15-19,Well-establised,2019,10001.0,20000.0
9891,30-34,Male,India,Bachelor,Software Engineer,"1000-9,999 employees",20+,Well-establised,2019,20001.0,30000.0
9892,50-54,Male,Italy,Bachelor,Statistician,0-49 employees,1-2,Well-establised,2019,90000.0,99999.0
9893,25-29,Male,India,Master,Software Engineer,50-249 employees,3-4,Recently-started,2019,10001.0,20000.0
9894,40-44,Male,United States of America,Doctoral,Data Analyst,0-49 employees,1-2,Never,2019,100000.0,124999.0
9895,25-29,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral,Data Scientist,50-249 employees,5-9,Recently-started,2019,60000.0,69999.0
9896,35-39,Female,United Kingdom of Great Britain and Northern Ireland,Master,Data Analyst,"1000-9,999 employees",0,Never,2019,50000.0,59999.0
9897,18-21,Male,Ukraine,Bachelor,Data Scientist,"10,000 or more employees",3-4,Recently-started,2019,40000.0,49999.0
9898,40-44,Male,United States of America,Master,Product/Project Manager,"10,000 or more employees",20+,Exploring,2019,100000.0,124999.0
9899,50-54,Male,United States of America,Bachelor,Product/Project Manager,"1000-9,999 employees",3-4,Recently-started,2019,500000.0,
9900,40-44,Female,United States of America,Doctoral,Research Scientist,0-49 employees,3-4,Recently-started,2019,100000.0,124999.0
9901,25-29,Male,Tunisia,Master,Data Scientist,50-249 employees,20+,Well-establised,2019,20001.0,30000.0
9902,35-39,Male,France,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,60000.0,69999.0
9903,40-44,Male,United States of America,Master,Data Analyst,0-49 employees,1-2,Exploring,2019,40000.0,49999.0
9904,35-39,Male,Czech Republic,Bachelor,Data Analyst,"10,000 or more employees",1-2,Never,2019,20001.0,30000.0
9905,22-24,Male,India,Bachelor,Data Scientist,"1000-9,999 employees",20+,Well-establised,2019,10001.0,20000.0
9906,25-29,Male,Colombia,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,20001.0,30000.0
9907,40-44,Male,Brazil,Bachelor,Data Engineer,250-999 employees,3-4,Recently-started,2019,30000.0,39999.0
9908,25-29,Male,India,Bachelor,Software Engineer,"1000-9,999 employees",0,Exploring,2019,10001.0,20000.0
9909,30-34,Male,Colombia,Doctoral,Data Scientist,"10,000 or more employees",20+,Recently-started,2019,20001.0,30000.0
9910,35-39,Male,India,Bachelor,Business Analyst,"10,000 or more employees",20+,Well-establised,2019,30000.0,39999.0
9911,30-34,Male,Saudi Arabia,Bachelor,Software Engineer,"1000-9,999 employees",0,Exploring,2019,20001.0,30000.0
9912,25-29,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor,Data Analyst,0-49 employees,5-9,Recently-started,2019,70000.0,79999.0
9913,25-29,Male,Nigeria,Bachelor,Software Engineer,0-49 employees,1-2,Exploring,2019,20001.0,30000.0
9914,25-29,Male,United States of America,Doctoral,Data Scientist,"1000-9,999 employees",15-19,Recently-started,2019,90000.0,99999.0
9915,35-39,Male,Colombia,Master,Data Analyst,250-999 employees,0,Never,2019,20001.0,30000.0
9916,25-29,Female,Ireland,Master,Data Analyst,50-249 employees,3-4,Recently-started,2019,50000.0,59999.0
9917,25-29,Male,Spain,Master,DBA/Database Engineer,50-249 employees,0,Never,2019,20001.0,30000.0
9918,30-34,Male,United States of America,Master,Data Analyst,"10,000 or more employees",20+,Well-establised,2019,90000.0,99999.0
9919,25-29,Male,Japan,Some college,Software Engineer,0-49 employees,20+,Recently-started,2019,30000.0,39999.0
9920,35-39,Male,Germany,Master,Data Scientist,0-49 employees,3-4,Others,2019,80000.0,89999.0
9921,40-44,Male,Brazil,Bachelor,Statistician,50-249 employees,1-2,Never,2019,20001.0,30000.0
9922,40-44,Male,Brazil,Master,Software Engineer,"10,000 or more employees",5-9,Recently-started,2019,30000.0,39999.0
9923,40-44,Male,United States of America,Doctoral,Software Engineer,"10,000 or more employees",20+,Recently-started,2019,150000.0,199999.0
9924,45-49,Male,United States of America,Master,Software Engineer,"10,000 or more employees",20+,Recently-started,2019,200000.0,249999.0
9925,40-44,Male,Sweden,Master,Data Scientist,0-49 employees,1-2,Others,2019,40000.0,49999.0
9926,25-29,Male,Spain,Master,Data Analyst,"1000-9,999 employees",5-9,Well-establised,2019,10001.0,20000.0
9927,50-54,Male,Colombia,Master,Data Analyst,250-999 employees,15-19,Exploring,2019,10001.0,20000.0
9928,35-39,Female,Australia,Doctoral,Data Scientist,"1000-9,999 employees",20+,Well-establised,2019,100000.0,124999.0
9929,25-29,Male,China,Bachelor,Data Engineer,"1000-9,999 employees",10-14,Recently-started,2019,30000.0,39999.0
9930,35-39,Male,India,Bachelor,Data Scientist,250-999 employees,5-9,Others,2019,30000.0,39999.0
9931,30-34,Male,India,Master,Data Scientist,0-49 employees,3-4,Recently-started,2019,20001.0,30000.0
9932,30-34,Female,India,Professional degree,Data Scientist,0-49 employees,3-4,Well-establised,2019,20001.0,30000.0
9933,30-34,Male,Japan,Master,Data Scientist,250-999 employees,15-19,Never,2019,50000.0,59999.0
9934,30-34,Female,China,Master,Data Engineer,50-249 employees,20+,Exploring,2019,10001.0,20000.0
9935,55-59,Male,Australia,Master,Data Scientist,"1000-9,999 employees",20+,Exploring,2019,150000.0,199999.0
9936,35-39,Male,India,Master,Data Analyst,0-49 employees,1-2,Never,2019,50000.0,59999.0
9937,25-29,Male,India,Professional degree,Software Engineer,"1000-9,999 employees",20+,Well-establised,2019,40000.0,49999.0
9938,22-24,Male,United States of America,Master,Data Analyst,"1000-9,999 employees",5-9,Exploring,2019,70000.0,79999.0
9939,30-34,Male,Japan,Master,Data Analyst,50-249 employees,5-9,Well-establised,2019,70000.0,79999.0
9940,22-24,Male,China,Master,Data Engineer,"10,000 or more employees",3-4,Well-establised,2019,40000.0,49999.0
9941,45-49,Male,China,Master,Product/Project Manager,"10,000 or more employees",20+,Well-establised,2019,80000.0,89999.0
9942,25-29,Male,Japan,Master,Data Engineer,0-49 employees,5-9,Others,2019,60000.0,69999.0
9943,30-34,Female,United States of America,Bachelor,Software Engineer,"1000-9,999 employees",20+,Recently-started,2019,80000.0,89999.0
9944,40-44,Male,Singapore,Bachelor,Data Analyst,"10,000 or more employees",20+,Exploring,2019,40000.0,49999.0
9945,22-24,Male,Japan,Bachelor,Data Scientist,0-49 employees,5-9,Exploring,2019,10001.0,20000.0
9946,22-24,Male,United States of America,Bachelor,Software Engineer,50-249 employees,1-2,Recently-started,2019,80000.0,89999.0
9947,30-34,Male,Japan,Bachelor,Product/Project Manager,"10,000 or more employees",20+,Exploring,2019,125000.0,149999.0
9948,35-39,Male,Russia,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,60000.0,69999.0
9949,30-34,Male,United States of America,Master,Data Scientist,250-999 employees,5-9,Others,2019,100000.0,124999.0
9950,30-34,Male,India,Professional degree,Software Engineer,"10,000 or more employees",20+,Well-establised,2019,10001.0,20000.0
9951,30-34,Male,Japan,Bachelor,Data Engineer,"1000-9,999 employees",1-2,Others,2019,30000.0,39999.0
9952,25-29,Male,India,Bachelor,Software Engineer,"10,000 or more employees",20+,Exploring,2019,20001.0,30000.0
9953,22-24,Male,China,Master,Software Engineer,"1000-9,999 employees",3-4,Others,2019,60000.0,69999.0
9954,35-39,Male,India,Master,Software Engineer,250-999 employees,0,Never,2019,20001.0,30000.0
9955,25-29,Female,Japan,Master,Data Scientist,0-49 employees,1-2,Never,2019,40000.0,49999.0
9956,25-29,Male,Japan,Master,Data Engineer,"10,000 or more employees",1-2,Exploring,2019,40000.0,49999.0
9957,40-44,Male,India,Master,Product/Project Manager,"10,000 or more employees",10-14,Exploring,2019,10001.0,20000.0
9958,22-24,Male,India,Bachelor,Software Engineer,"10,000 or more employees",20+,Well-establised,2019,20001.0,30000.0
9959,30-34,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral,Data Scientist,0-49 employees,3-4,Well-establised,2019,70000.0,79999.0
9960,25-29,Male,India,Master,Data Scientist,"10,000 or more employees",20+,Recently-started,2019,20001.0,30000.0
9961,25-29,Male,Spain,Master,Research Scientist,250-999 employees,20+,Well-establised,2019,10001.0,20000.0
9962,25-29,Female,Taiwan,Master,Data Scientist,50-249 employees,10-14,Never,2019,20001.0,30000.0
9963,40-44,Male,India,Doctoral,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,30000.0,39999.0
9964,45-49,Male,Taiwan,Master,Software Engineer,50-249 employees,5-9,Exploring,2019,60000.0,69999.0
9965,25-29,Male,Thailand,Master,Data Scientist,50-249 employees,1-2,Recently-started,2019,40000.0,49999.0
9966,25-29,Male,India,Master,Data Analyst,50-249 employees,3-4,Others,2019,10001.0,20000.0
9967,35-39,Male,Italy,Doctoral,Research Scientist,0-49 employees,1-2,Others,2019,10001.0,20000.0
9968,22-24,Male,India,Bachelor,Data Scientist,0-49 employees,0,Exploring,2019,70000.0,79999.0
9969,22-24,Male,Spain,Master,Data Engineer,"1000-9,999 employees",3-4,Well-establised,2019,10001.0,20000.0
9970,35-39,Male,Russia,Professional degree,Business Analyst,250-999 employees,5-9,Never,2019,30000.0,39999.0
9971,30-34,Male,Russia,Master,Data Engineer,250-999 employees,3-4,Never,2019,10001.0,20000.0
9972,30-34,Male,Russia,Master,Data Scientist,"1000-9,999 employees",20+,Recently-started,2019,10001.0,20000.0
9973,25-29,Male,Italy,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,10001.0,20000.0
9974,22-24,Male,India,Master,Data Scientist,50-249 employees,10-14,Recently-started,2019,10001.0,20000.0
9975,30-34,Male,India,Bachelor,Software Engineer,"1000-9,999 employees",20+,Recently-started,2019,100000.0,124999.0
9976,22-24,Male,Russia,Master,Data Scientist,0-49 employees,0,Recently-started,2019,10001.0,20000.0
9977,25-29,Male,Czech Republic,Master,Business Analyst,50-249 employees,1-2,Exploring,2019,10001.0,20000.0
9978,30-34,Male,Denmark,Master,Software Engineer,250-999 employees,5-9,Exploring,2019,70000.0,79999.0
9979,30-34,Male,South Korea,Bachelor,Software Engineer,250-999 employees,1-2,Recently-started,2019,50000.0,59999.0
9980,35-39,Male,India,Master,Business Analyst,"1000-9,999 employees",3-4,Never,2019,40000.0,49999.0
9981,40-44,Male,India,Master,Software Engineer,0-49 employees,3-4,Recently-started,2019,40000.0,49999.0
9982,30-34,Female,Australia,Bachelor,Data Scientist,50-249 employees,5-9,Recently-started,2019,100000.0,124999.0
9983,25-29,Male,Sweden,Master,Data Analyst,0-49 employees,1-2,Others,2019,30000.0,39999.0
9984,25-29,Male,United Kingdom of Great Britain and Northern Ireland,Master,Software Engineer,0-49 employees,1-2,Recently-started,2019,30000.0,39999.0
9985,25-29,Male,Russia,Master,Research Scientist,"10,000 or more employees",20+,Well-establised,2019,70000.0,79999.0
9986,40-44,Male,Indonesia,Bachelor,Business Analyst,50-249 employees,0,Never,2019,50000.0,59999.0
9987,25-29,Male,Norway,Master,Data Scientist,"1000-9,999 employees",1-2,Exploring,2019,60000.0,69999.0
9988,30-34,Male,Portugal,Doctoral,Research Scientist,50-249 employees,10-14,Recently-started,2019,20001.0,30000.0
9989,25-29,Male,France,Master,Data Scientist,"1000-9,999 employees",20+,Well-establised,2019,60000.0,69999.0
9990,25-29,Male,India,Bachelor,Software Engineer,"1000-9,999 employees",5-9,Recently-started,2019,10001.0,20000.0
9991,55-59,Male,France,Master,Product/Project Manager,0-49 employees,0,Never,2019,100000.0,124999.0
9992,18-21,Male,Poland,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,30000.0,39999.0
9993,30-34,Male,Japan,Master,Research Scientist,"10,000 or more employees",20+,Well-establised,2019,50000.0,59999.0
9994,25-29,Male,India,Master,Software Engineer,"1000-9,999 employees",20+,Exploring,2019,10001.0,20000.0
9995,30-34,Male,United States of America,Bachelor,Software Engineer,"1000-9,999 employees",5-9,Well-establised,2019,100000.0,124999.0
9996,40-44,Male,Japan,Bachelor,Software Engineer,250-999 employees,1-2,Well-establised,2019,80000.0,89999.0
9997,45-49,Male,Spain,Professional degree,Product/Project Manager,250-999 employees,5-9,Recently-started,2019,50000.0,59999.0
9998,30-34,Male,United States of America,Bachelor,Software Engineer,50-249 employees,20+,Well-establised,2019,300000.0,500000.0
9999,40-44,Male,Brazil,Master,Data Scientist,"1000-9,999 employees",10-14,Recently-started,2019,90000.0,99999.0
10000,18-21,Male,Russia,Bachelor,Data Scientist,0-49 employees,5-9,Recently-started,2019,10001.0,20000.0
10001,35-39,Male,Romania,Some college,Software Engineer,"1000-9,999 employees",5-9,Exploring,2019,40000.0,49999.0
10002,25-29,Male,Germany,Master,Data Scientist,50-249 employees,20+,Well-establised,2019,70000.0,79999.0
10003,22-24,Male,United States of America,Master,Data Engineer,"10,000 or more employees",3-4,Recently-started,2019,50000.0,59999.0
10004,50-54,Female,Italy,Doctoral,Research Scientist,50-249 employees,20+,Exploring,2019,50000.0,59999.0
10005,25-29,Male,United States of America,Master,Software Engineer,"10,000 or more employees",0,Never,2019,60000.0,69999.0
10006,25-29,Male,India,Bachelor,Data Scientist,50-249 employees,1-2,Recently-started,2019,30000.0,39999.0
10007,45-49,Male,Brazil,Bachelor,Software Engineer,250-999 employees,0,Never,2019,20001.0,30000.0
